ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
60,70,1236,1239,1401,41,2,0,1,0,764,223,62,63,62,2,1,2,128,66,0,18,10,120,-0.38798974978460016,-0.1232945477074188,0.4207633228600563,-0.08294566478926263,7,1,0.049704061477977096,0.7473291722026011,-0.47184713208121626
61,70,1236,1272,504,41,2,0,5,0,764,895,46,46,46,3,2,70,89,44,39,54,15,20,-0.3954834992535715,-0.1669698354778251,0.39664422581343617,0.4238241252501013,85,1,0.3229704913783903,-1.6323728570541998,-0.47184713208121626
62,36,1236,1316,579,28,2,0,5,0,764,895,48,48,48,3,2,25,81,38,20,54,15,100,-0.4576816198460336,-0.4541319563290044,1.3833345595388056,0.07274866829512026,26,1,1.3346517778620024,0.7478390719303184,-0.47184713208121626
64,63,1236,1723,1591,30,2,0,5,0,764,255,65,66,65,2,1,22,119,62,15,10,11,60,-0.20813976252928812,-0.16754908332623897,-0.2615878590406881,-0.13484377581739027,23,1,0.1932847280358213,0.21907305428744236,-0.47184713208121626
65,61,1236,1766,796,16,2,0,5,0,764,895,51,51,51,3,2,12,70,27,11,54,15,100,-0.43919703782257097,-0.2828194051606004,1.2737023002359866,0.0574845179927298,5,1,-0.8528029854570437,-1.2841113430232602,-0.47184713208121626
68,76,1236,1891,2047,42,2,0,1,0,764,0,71,74,73,2,5,18,0,10,40,19,10,60,-0.4434684750198846,-0.41383223539522995,0.07871067383526155,-0.058523024305437876,15,1,1.3346517778620024,0.7473291722026011,-0.47184713208121626
69,36,1236,1938,2995,28,2,0,1,4,764,895,90,94,93,3,2,5,70,27,11,54,15,100,-0.4204626641501426,-0.10904505063643742,1.2737023002359866,0.0574845179927298,5,1,1.3346517778620024,0.7473291722026011,-0.08376595432675157
80,63,1236,2172,2159,30,2,0,5,0,764,895,76,79,78,3,2,54,91,46,14,54,15,30,-0.4079730817018571,-0.36101786469647373,-0.11862739290981235,-0.018836233519222603,74,1,0.14696838398490383,-0.5850388163227944,-0.47184713208121626
87,67,1236,2325,2629,37,2,0,1,0,764,450,107,111,110,2,5,18,43,10,40,24,9,200,-0.44014624608864067,-0.4306316394197141,-0.20435981968461667,-0.16842490648264935,15,1,-1.3040565089245542,0.6320918337384834,-0.47184713208121626
92,36,1236,2387,2773,28,2,0,5,0,764,522,114,118,117,3,2,12,70,27,11,54,15,100,-0.4329522465984282,-0.22489462031921273,1.2737023002359866,0.0574845179927298,5,1,-0.5815215417302413,-0.7578948240189709,-0.21312634691157314
96,36,1236,2352,2708,28,2,0,5,0,764,535,114,118,117,3,2,21,88,43,35,54,15,20,-0.27058767477071594,0.12989468683428665,0.1116003516261072,0.2253901713190251,21,1,-0.9785187764523913,-1.4243337681455273,-0.47184713208121626
108,53,1236,2529,3191,9,2,0,1,0,764,681,171,175,174,2,5,18,0,10,40,19,10,60,-0.32022127542020273,-0.04943610267578642,0.07871067383526155,-0.058523024305437876,15,1,-1.0407150098921947,0.7473291722026011,-0.01720598982959259
115,65,1236,2565,3287,40,2,0,5,0,764,742,178,183,182,2,5,13,143,74,15,2,8,240,-0.4329522465984282,-0.4510329803399901,-0.4383150610368321,-0.1836890567850398,11,1,0.4235431241746683,-0.2530940935788095,-0.4656418757494131
116,65,1236,2591,3046,40,2,0,6,0,764,742,151,155,154,2,1,2,128,66,0,18,10,120,-0.44544182904671376,-0.3375728080319221,1.3217212298106213,0.02085055726699265,7,1,-1.6051127452555178,-1.272893549013479,-0.3389495412616535
130,8,1236,19,3039,16,2,0,5,0,764,719,143,151,150,3,2,50,71,28,11,54,15,100,-0.43919703782257097,-0.3002185624073322,1.0980714208328708,0.03306187750890501,44,1,-1.2524468684106747,-0.44583619065596203,-0.29723081465304857
134,8,1236,25,3010,16,2,0,5,0,764,719,150,154,153,3,2,49,82,39,28,54,15,100,-0.457306932372585,-0.43125166631665623,7.193844302588204,0.8817486343218157,73,1,-0.011168847846085895,-0.5921774125108371,-0.44354954620328657
138,67,1236,31,3157,37,2,0,5,0,764,895,179,184,183,3,2,67,66,21,2,54,15,25,-0.20813976252928812,0.1226540887291132,-0.041884811397839165,0.0574845179927298,83,1,-0.6053413758135703,-0.7160830463461494,0.17495483084289157
139,67,1236,33,3295,37,2,0,5,0,764,895,200,205,204,3,2,67,66,21,2,54,15,25,-0.20813976252928812,0.1226540887291132,-0.041884811397839165,0.0574845179927298,83,1,-0.6053413758135703,-0.6916078594157173,0.17495483084289157
140,67,1236,35,3373,37,2,0,5,0,764,895,200,205,204,3,2,67,66,21,2,54,15,25,-0.20813976252928812,0.1226540887291132,-0.041884811397839165,0.0574845179927298,83,1,-0.6053413758135703,-0.694157358054304,0.17495483084289157
161,82,1236,180,3454,11,2,0,5,0,764,125,198,203,202,2,1,13,169,82,15,34,0,60,1.1407351418855523,-0.16928682687148058,-0.4464278482252406,-0.17758339666408363,11,1,-0.3598647523437076,-1.7705556832655975,-0.1510333584708588
176,36,1236,232,3225,28,2,0,5,0,764,808,172,176,175,3,2,21,88,43,35,54,15,20,-0.20813976252928812,0.32539083567397,0.1116003516261072,0.2253901713190251,21,1,-0.6278378857811587,-1.0577158639167636,0.4013355178663293
262,80,1236,446,347,33,2,0,3,4,764,154,239,246,245,2,5,38,178,85,32,2,7,200,-0.4569322448991365,-0.4556739141014821,-0.30631782083623815,-0.17453056660360552,32,1,1.3346517778620024,0.7473291722026011,-0.470816291452806
269,65,1236,460,258,40,2,0,5,0,764,174,233,240,239,2,1,26,174,84,44,33,10,30,-0.4329522465984282,-0.4073576925695839,-0.10766416697953046,-0.01273057339826644,35,1,0.21842788623489082,-0.9491072219129714,-0.41686896523266714
270,65,1236,461,226,40,2,0,5,0,764,184,233,240,239,2,1,64,183,85,15,33,10,60,-0.44793974553637084,-0.44688556574534677,-0.2966701820175901,-0.14400226599882457,79,1,-0.9679321835264673,-1.0225327827042676,-0.46101319920223743
284,63,1236,500,349,30,2,0,5,0,764,225,240,247,246,3,3,50,94,51,15,54,16,100,-0.4204626641501426,-0.45655031609613234,-0.4801945840905088,-0.1867418868455179,44,1,0.46721281999410474,-2.022446148757961,-0.4718067069585335
305,88,1236,614,366,28,2,0,5,0,764,895,243,250,249,3,3,50,94,51,15,54,16,100,-0.4416949543122281,-0.4565749341296899,-0.4801945840905088,-0.1867418868455179,44,1,1.3346517778620024,0.7478390719303184,-0.47182691951987493
343,80,1236,710,656,33,2,0,3,4,764,59,233,230,229,2,5,38,163,82,46,15,9,200,-0.45293557851568506,-0.45560903834245975,-0.44313888044615607,-0.1836890567850398,15,1,1.3346517778620024,0.7473291722026011,-0.47075565376878187
361,90,1236,447,435,16,2,0,5,0,764,895,252,259,258,3,2,70,68,23,4,54,15,100,-0.4578814531652062,-0.4557886051754681,2.5673629600092487,0.23760149156093743,85,1,1.3346517778620024,0.7478390719303184,-0.47095777938219563
391,53,1236,868,1065,9,2,0,5,0,764,329,326,337,336,3,2,15,1,50,16,54,15,40,-0.44604132900423143,-0.35181940886366136,1.1859964927937316,0.3932958246453203,17,1,-0.1706294037928161,0.04060814958637524,-0.3548568270373183
392,53,1236,871,2523,9,2,0,5,0,764,414,501,519,518,3,2,67,66,21,2,54,15,25,-0.4414701418281589,-0.41842132647428887,-0.041884811397839165,0.0574845179927298,83,1,-1.0658581680912642,-0.7660532196624482,-0.419638086136436
398,28,1236,886,641,15,2,0,5,0,764,333,288,290,289,3,3,50,94,51,15,54,16,100,-0.45193641191982226,-0.45658680871058244,-0.4801945840905088,-0.1867418868455179,44,1,1.3346517778620024,0.7478390719303184,-0.47184713208121626
399,28,1236,890,1271,15,2,0,5,0,764,333,351,363,362,3,3,50,94,51,15,54,16,100,-0.45261084937202967,-0.45658759069517774,-0.4801945840905088,-0.1867418868455179,44,1,-1.430433961977772,-0.4132026080820526,-0.47184713208121626
400,82,1236,881,599,11,2,0,3,4,764,336,269,276,275,3,2,69,68,23,4,54,15,100,-0.4563577241065153,-0.41778632602046517,4.183123197614193,0.4635109160363165,85,1,1.3346517778620024,0.7473291722026011,-0.42851140056530107
410,76,1236,932,1597,42,2,0,5,0,764,380,431,444,443,3,2,50,71,28,11,54,15,100,-0.4171154560540021,-0.11590432988300002,1.0980714208328708,0.03306187750890501,44,1,-0.4988137844964601,-0.2750197818706549,-0.09142651507513395
411,88,1236,958,602,28,2,0,5,0,764,371,292,302,301,3,2,21,88,43,35,54,15,20,-0.4223361015173855,-0.34516095484614384,0.1116003516261072,0.2253901713190251,21,1,-0.22422403048030637,0.04468734740811392,-0.347418604463691
414,84,1236,974,988,27,2,0,5,0,764,383,317,329,328,3,2,50,71,28,11,54,15,100,-0.4543843700796862,-0.42698672233356977,1.0980714208328708,0.03306187750890501,44,1,-0.6152663066816241,-1.3131756275031483,-0.4387793817267212
420,65,1236,994,944,40,2,0,5,0,764,419,316,328,327,2,1,46,56,12,15,49,10,30,-0.24810642636380192,-0.17730361709352865,-0.22869818124984242,-0.07073434454735025,65,1,0.0642606267511226,-0.29031677370217496,-0.15998752314508943
422,80,1236,1006,839,33,2,0,3,3,764,314,297,307,306,2,1,58,159,81,22,19,0,270,-0.45778153650561987,-0.45542060901737075,0.9998409164975454,-0.1104211353335655,81,1,1.3346517778620024,0.7473291722026011,-0.47053331559402667
423,80,1236,1006,839,33,2,0,3,3,764,314,297,307,306,2,5,58,163,82,46,15,9,200,-0.4429439125570566,-0.454074031544163,-0.448620493411297,-0.1836890567850398,15,0,1.3346517778620024,0.7473291722026011,-0.4690375860547647
438,65,1236,1092,1122,40,2,0,1,0,764,419,340,352,351,2,5,18,42,10,40,23,1,60,-0.44793974553637084,-0.4484842898069691,-0.32692868558516813,-0.15010792611978074,15,1,0.2779774714432133,-0.9827606039423155,-0.4627919046002788
459,80,1236,1209,841,33,2,0,3,4,764,501,298,295,294,2,5,58,42,10,40,23,1,60,-0.45778153650561987,-0.4563704596391998,-0.1986589422008701,-0.1226324555754779,15,1,1.3346517778620024,0.7473291722026011,-0.47160458134511973
464,36,1236,1217,1188,28,2,0,5,0,764,895,337,349,348,3,2,50,71,28,11,54,15,100,-0.3205959628936513,0.8171288733135049,1.273483035717381,0.0574845179927298,44,1,-1.5356382291791417,-1.4054674782199859,0.950429959266214
465,36,1236,1217,1190,28,2,0,5,0,764,895,337,346,345,3,3,50,94,51,15,54,16,100,-0.3205959628936513,-0.45643452445123434,-0.4801945840905088,-0.1867418868455179,44,1,1.3346517778620024,0.7478390719303184,-0.4716652190291439
466,82,1236,1223,922,11,2,0,3,0,764,895,303,314,313,3,2,69,89,44,39,54,15,20,-0.45755672402155073,-0.4545912419480117,0.5301763176442695,0.5154090270644441,85,1,1.3346517778620024,0.7473291722026011,-0.4696035377723232
530,65,1236,1370,1520,40,2,0,5,0,764,527,388,401,400,2,1,46,175,84,15,33,10,30,-0.4243594138740077,-0.4034215875900419,-0.18089851619381342,-0.04631170406352548,65,1,-1.3464028806282502,-1.6395114532422426,-0.412482839421588
531,80,1236,1380,1976,33,2,0,3,3,764,895,369,382,381,2,1,58,166,82,46,20,0,60,-0.4574318281970679,-0.4562942885471334,-0.3670540924899999,-0.15926641630121505,15,1,1.3346517778620024,0.7473291722026011,-0.47144288085438874
532,80,1236,1380,1474,33,2,0,3,3,764,895,369,313,312,2,1,58,46,11,41,22,4,30,-0.4554334950053422,-0.45107352768937914,-0.06249567614676913,0.008639237025080253,15,1,1.3346517778620024,0.7473291722026011,-0.46568230087209583
533,80,1236,1380,1474,33,2,0,3,3,764,895,369,313,312,2,5,58,163,82,46,15,9,200,-0.4411953710142967,-0.45362482483771804,-0.4468663772624519,-0.1836890567850398,15,0,1.3346517778620024,0.7473291722026011,-0.46853227202123027
535,67,1236,1408,1326,37,2,0,1,0,764,530,378,391,390,2,1,18,47,11,41,36,4,30,-0.3930605202586041,-0.27855906619790877,0.03858526693042989,0.054431687932251706,15,1,-1.6051127452555178,0.22723144993091973,-0.27305659128876003
543,61,1236,1429,1673,16,2,0,5,0,764,545,397,410,409,3,2,49,82,39,28,54,15,100,-0.4572319948778953,-0.42821061511248343,7.193844302588204,0.8817486343218157,73,1,-1.6752489233897643,0.4403695361167656,-0.44015383589793494
551,61,1236,1479,2063,16,2,0,5,0,764,551,436,449,448,3,2,70,68,23,4,54,15,100,-0.4558331616436873,-0.42277727029436124,2.5673629600092487,0.23760149156093743,85,1,-0.11438812887384488,0.5770226631450113,-0.42560079173214255
598,80,1236,1581,1480,33,2,0,3,3,764,895,322,332,331,2,1,58,9,0,47,33,14,60,-0.4571820365481022,-0.45355444622413577,0.28657343747340597,-0.009677743337788342,33,1,1.3346517778620024,0.7473291722026011,-0.4684514217758647
610,65,1236,1665,1447,40,2,0,5,0,764,670,388,401,400,2,1,13,104,57,15,13,10,60,0.5072635201085087,-0.1880081173322171,-0.4277903641437615,-0.17453056660360552,11,1,-0.7912684140751105,-1.2020174868607694,-0.17193314689784403
630,74,1236,1716,1544,28,2,0,5,0,764,700,487,395,394,0,0,31,19,3,7,16,12,540,-0.4570821198885159,-0.45211130813459743,0.5176782400837482,-0.16231924636169315,68,1,-1.6203309725865336,-1.288190540844999,-0.4668344168685544
637,65,1236,1669,1719,40,2,0,5,0,764,728,403,416,415,2,1,13,169,82,15,34,0,60,0.5911935141609876,-0.28021278984273795,-0.448620493411297,-0.1806362267245617,11,1,-0.8342764478366768,-1.9974610620998114,-0.27489593437082543
646,80,1236,1724,1660,33,2,0,3,3,764,895,338,348,347,2,5,58,140,74,43,2,8,240,-0.45668245325017076,-0.45457652905266205,-0.17497837419146123,-0.16842490648264935,13,1,1.3346517778620024,0.7473291722026011,-0.4696035377723232
660,65,1236,1763,1948,40,2,0,5,0,764,711,439,452,451,2,1,46,56,12,15,49,10,30,-0.03828144123260453,0.039219228643578415,-0.2569833041499697,-0.08294566478926263,65,1,-1.560119725320341,-0.12052016437230251,0.2063651511673936
668,28,1236,1780,1431,15,2,0,1,0,764,714,365,378,377,4,4,72,135,69,29,54,15,25,-0.45548345333513535,-0.4459500804701584,0.34182809616202675,0.27118262222619655,67,1,-0.5854915140774628,-1.248418362083047,-0.4599621460124858
670,70,1236,1794,1788,41,2,0,5,0,764,737,412,425,424,3,2,50,71,28,11,54,15,100,-0.34552516946042927,0.48165742397982353,1.0980714208328708,0.03306187750890501,44,1,-1.7129636606883685,-1.89446131710091,0.8115494502896033
712,84,1236,1841,1625,27,2,0,5,0,764,801,387,400,399,3,2,70,89,44,39,54,15,20,-0.4576816198460336,-0.45566696312730115,0.22123261092892602,0.3017109228309775,85,1,1.3346517778620024,0.7478390719303184,-0.470816291452806
717,53,1236,1859,1649,9,2,0,5,0,764,804,399,412,411,3,2,15,1,50,16,54,15,40,-0.44544182904671376,-0.3465366684861268,1.1859964927937316,0.3932958246453203,17,1,-0.07336508128588938,-1.8653970326210219,-0.3489547591256358
719,53,1236,1866,2104,9,2,0,5,0,764,882,466,483,482,0,0,31,22,4,15,38,13,12,0.16654771091927864,-0.4283554270745869,-0.47186253238349457,-0.17758339666408363,46,1,-1.253108530468545,-1.710387515394952,-0.4332209273578422
772,97,1236,1889,2571,28,2,0,1,0,764,429,496,532,531,2,1,42,57,13,1,46,11,30,-0.45770659901093014,-0.45528002556456065,0.6246793251632993,0.32613356331480226,55,1,1.3346517778620024,0.7473291722026011,-0.4700482141218336
791,84,1236,1892,1873,27,2,0,5,0,764,869,417,430,429,3,2,50,71,28,11,54,15,100,-0.4541845367605136,-0.42531872022927714,1.0980714208328708,0.03306187750890501,44,1,-0.2791419812835371,-0.7512661275586455,-0.4290571397215182
796,24,1236,1896,1988,4,2,0,5,0,764,101,440,453,452,3,3,70,3,17,39,54,16,2,-0.45755672402155073,-0.4552904520258321,0.1773797072077985,4.392503203871627,85,1,-1.7658966253179886,0.09516742045213004,-0.470068426683175
797,70,1236,1897,2337,41,2,0,5,0,764,101,466,483,482,3,2,67,66,21,2,54,15,25,-0.4499630578929931,-0.4381157533203607,-0.041884811397839165,0.0574845179927298,83,1,-1.764573301202248,-1.8730455285367817,-0.44658143040449333
835,80,1236,1922,2541,33,2,0,3,3,764,895,537,417,416,2,1,58,174,84,44,33,10,30,-0.4559330783032736,-0.4512924833760796,0.02126336996058446,0.04527319775081741,10,1,1.3346517778620024,0.7473291722026011,-0.46459082255966144
836,80,1236,1922,2612,33,2,0,3,3,764,895,537,554,553,2,1,58,174,84,44,33,10,30,-0.45493391170741077,-0.44864184522173767,0.02126336996058446,0.04527319775081741,10,1,1.3346517778620024,0.7473291722026011,-0.4609727740795547
837,80,1236,1922,2541,33,2,0,3,3,764,895,537,417,416,2,5,58,163,82,46,15,9,200,-0.4429439125570566,-0.45410878641506786,-0.4490590224485083,-0.1836890567850398,15,0,1.3346517778620024,0.7473291722026011,-0.4684514217758647
838,80,1236,1922,2541,33,2,0,3,3,764,895,537,417,416,2,5,58,35,10,40,1,1,60,-0.4577565573407233,-0.4563291882300003,-0.1942736518287573,-0.1195796255149998,15,0,1.3346517778620024,0.7473291722026011,-0.47148330597707144
839,80,1236,1922,2541,33,2,0,3,3,764,895,537,417,416,2,5,58,131,66,24,52,7,300,-0.4569322448991365,-0.4526096929833727,0.2736368308756734,-0.15316075618025884,3,0,1.3346517778620024,0.7473291722026011,-0.46638974051904414
849,28,1236,1928,2372,15,2,0,1,0,764,175,475,493,492,4,4,72,135,69,29,54,15,25,-0.45523366168616963,-0.4448639907543824,0.34182809616202675,0.27118262222619655,67,1,1.3346517778620024,0.7473291722026011,-0.45579835837616184
858,67,1236,1934,2473,37,2,0,1,0,764,246,523,541,540,2,1,42,57,13,1,46,11,30,0.7910268333335566,6.841929130330081,0.6246793251632993,0.32613356331480226,55,1,-0.3929478552372201,0.6596264190352196,9.511541165652387
914,53,1236,1944,2407,9,2,0,5,0,764,246,490,507,506,1,4,31,150,77,15,50,5,100,-0.45443432840947934,-0.44868297181897504,-0.052628772809515376,-0.125685285635956,36,1,-0.14482458353587638,-0.8134738943401604,-0.46103341176357887
937,72,1236,1948,2536,26,2,0,5,0,764,61,503,521,520,3,2,70,89,44,39,54,15,20,-0.31555017158454396,0.07168027806869205,0.22123261092892602,0.3017109228309775,85,1,-1.1439342909199537,-0.8879192545868911,0.25075193587306044
960,65,1236,1954,2543,40,2,0,5,0,764,14,517,534,533,2,1,13,119,62,15,10,11,60,-0.30895567205184915,-0.30787175875493084,-0.2916270980896605,-0.14400226599882457,11,1,-0.5557167214733015,-1.7098776156672346,-0.26840770218024296
961,65,1236,1954,2543,40,2,0,5,0,764,14,517,534,533,2,1,13,104,57,15,13,10,60,0.06663105133299416,-0.31062330188446646,-0.4277903641437615,-0.17453056660360552,11,0,0.6306433482880565,0.8681754076716094,-0.27218745115108073
962,65,1236,1955,2538,40,2,0,5,0,764,14,503,521,520,2,1,22,106,58,15,5,11,60,-0.19415143018720832,-0.24556218355061984,-0.32912133077122446,-0.15010792611978074,23,1,0.40038495214920955,-0.24238619929674549,-0.18319154356499176
979,65,1236,1901,2524,40,2,0,5,0,764,102,498,516,515,2,1,13,119,62,15,10,11,60,-0.399180415658264,-0.3979428297406041,-0.2916270980896605,-0.14400226599882457,11,1,-1.0460083063551566,0.6060869476248993,-0.39162347611728554
985,67,1236,1968,2594,37,2,0,6,0,764,346,545,562,561,2,5,2,131,66,24,52,7,300,-0.444842329089196,-0.3942191928718603,0.4207633228600563,-0.14400226599882457,3,1,0.05235070970945809,0.2619046314156985,-0.3865299106592582
986,67,1236,1969,2559,37,2,0,6,0,764,346,530,548,547,2,5,2,125,66,15,0,10,60,-0.4056250402015794,-0.39424838696342035,-0.255009923482519,-0.13484377581739027,7,1,-0.9341874185750845,0.7473291722026011,-0.38657033578194094
993,63,1236,1972,2584,30,2,0,5,0,764,308,527,545,544,3,2,54,91,46,14,54,15,30,-0.25187828026318415,0.08095548424141925,0.01293131825357025,0.04222036769033931,74,1,-0.766125255876041,-1.7399616996025573,0.263445424395446
1037,88,1236,1979,2747,28,2,0,1,0,764,424,625,643,642,2,1,18,47,11,41,36,4,30,-0.45293557851568506,-0.4428829631128069,0.03858526693042989,0.054431687932251706,15,1,-1.6659856545795808,-0.13173795838208388,-0.45308987515641713
1046,61,1236,1984,2575,16,2,0,1,0,764,429,509,526,525,2,5,18,45,10,40,41,1,60,-0.4559330783032736,-0.4543926178607906,-0.2721125559337587,-0.13789660587786837,15,1,-0.34398486295482156,-0.7833898104048376,-0.4688354604413509
1047,61,1236,1984,2575,16,2,0,1,0,764,429,509,526,525,2,5,18,43,10,40,24,9,200,-0.45713207821830903,-0.45542692281891844,-0.20435981968461667,-0.16842490648264935,15,0,0.6326283344616672,0.8697051068547614,-0.4702503397352474
1048,61,1236,1986,2593,16,2,0,6,0,764,429,520,537,536,2,5,2,125,66,15,0,10,60,-0.456782369909757,-0.45522418607197357,-0.255009923482519,-0.13484377581739027,7,1,-1.7652349632601183,0.6091463459912034,-0.4699673638764681
1063,80,1236,1995,2566,33,2,0,3,0,764,895,509,456,455,2,1,58,56,12,15,49,10,30,-0.3823694376828717,-0.3189565062437106,-0.1359492898796577,-0.0279947237006569,11,1,1.3346517778620024,0.7473291722026011,-0.2835873357476182
1065,80,1236,2004,2555,33,2,0,3,0,764,895,514,457,456,2,1,58,56,12,15,49,10,30,-0.3705043343570004,-0.3122451958600253,-0.16818117411468644,-0.0432588740030474,23,1,1.3346517778620024,0.7473291722026011,-0.274390620337291
1066,80,1236,2004,2555,33,2,0,3,0,764,895,514,457,456,2,5,58,181,85,15,2,7,240,-0.4327524132792556,-0.44620066308938217,-0.4023556799855075,-0.1836890567850398,11,0,1.3346517778620024,0.7473291722026011,-0.4576377014582273
1067,80,1236,2006,2556,33,2,0,3,0,764,895,531,470,469,2,5,58,163,82,46,15,9,200,-0.43395141319429104,-0.45325729207789944,-0.45410210637643794,-0.1836890567850398,15,1,1.3346517778620024,0.7473291722026011,-0.46727909321806477
1068,80,1236,2007,2557,33,2,0,3,0,764,895,534,472,471,2,5,58,100,57,13,2,7,240,-0.4129689146811713,-0.42614849277213,-0.3523633697434221,-0.1806362267245617,32,1,1.3346517778620024,0.7473291722026011,-0.43020925571797686
1070,80,1236,2011,2595,33,2,0,3,0,764,895,509,448,447,2,1,58,169,82,15,34,0,60,-0.42795641361911396,-0.44679288608960055,-0.41858125436232463,-0.17147773654312742,11,1,1.3346517778620024,0.7473291722026011,-0.4584462039118824
1077,80,1236,2026,2679,33,2,0,3,0,764,384,562,541,540,2,5,58,102,57,15,2,7,240,-0.4492886204407857,-0.45093190159044194,-0.35652939559692914,-0.1806362267245617,11,1,1.3346517778620024,0.7473291722026011,-0.46410572108746834
1078,80,1236,2024,2706,33,2,0,3,3,764,384,562,565,564,2,5,58,54,12,15,41,0,30,-0.3255418375431724,-0.40839454621824467,-0.4115647897669442,-0.15621358624073695,11,1,1.3346517778620024,0.7473291722026011,-0.40591375698564003
1079,80,1236,2028,2728,33,2,0,3,0,764,384,562,573,572,2,5,58,102,57,15,2,7,240,-0.44938853710037197,-0.4509973565973127,-0.35652939559692914,-0.1806362267245617,11,1,1.3346517778620024,0.7473291722026011,-0.46418657133283386
1080,80,1236,2030,2809,33,2,0,3,3,764,613,598,616,615,2,1,58,161,82,46,14,0,60,-0.3904876662742573,-0.4257053681680934,-0.3938043637598876,-0.16537207642217125,15,1,1.3346517778620024,0.7473291722026011,-0.42960287887773546
1084,80,1236,2032,2642,33,2,0,3,0,764,407,562,536,535,2,1,58,128,66,0,18,10,120,-0.3646342306063062,-0.06738178026749676,0.30849988933396977,-0.09515698503117502,7,1,1.3346517778620024,0.7473291722026011,0.060551733650689936
1085,80,1236,2040,2676,33,2,0,3,0,764,407,562,546,545,2,1,58,182,85,32,33,10,60,-0.3080564221155726,-0.22304102720428834,-0.18572233560313747,-0.1195796255149998,28,1,1.3346517778620024,0.7473291722026011,-0.15238760008073113
1086,80,1236,2035,2685,33,2,0,3,0,764,407,562,540,539,2,1,58,169,82,15,34,0,60,-0.16637459882222122,-0.35517904638446185,-0.41463449302742317,-0.17147773654312742,11,1,1.3346517778620024,0.7473291722026011,-0.3331283235953365
1095,104,1236,2044,2778,4,2,0,5,0,764,402,653,674,673,3,2,49,82,39,28,54,15,100,-0.4574318281970679,-0.4363200849902777,7.193844302588204,0.8817486343218157,73,1,-0.2328256372326196,-1.8215456560373309,-0.44411549792084515
